Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Japan,Price / Japan,Compare At Price / Japan,Included / International,Price / International,Compare At Price / International,Status
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,MBP,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,11,"",,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,MBP,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,12,"",,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SBP,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729655724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SBP,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,14,"",,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SBP,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,15,"",,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SBP,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGC,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729655731,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGC,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGC,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGC,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGR,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729655694,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGR,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGR,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SGR,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SRH,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729655762,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SRH,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SRH,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,SRH,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,WHE,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729676552,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,WHE,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,WHE,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,WHE,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZBG,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729676569,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZBG,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZBG,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZBG,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZGP,,,GG2,,,,,,0.0,shopify,deny,manual,1050,,false,false,'4511729676576,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZGP,,,GGR,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZGP,,,GRC,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g-copy,,,,,,,,,ZGP,,,KPI,,,,,,0.0,shopify,deny,manual,1050,,false,false,"",,,,,,,,,,,,,,,,,,,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,ジャクソン飛び過ぎダニエル 14g,"<p><meta charset=""UTF-8""><span>「飛び過ぎダニエル」は、従来のメタルジグを超える飛距離を実現したルアーです。高強度ステンレスプレートの後方に高比重タングステンでボディを形成し、重心をさらに後方化。「超々」後方重心が生み出す飛距離は、同ウェイトのメタルジグを遥かに凌駕します。また、尾翼の役割も果たすこのステンレスプレートにより、飛行姿勢は抜群の安定感を誇ります。さらに、度重なるテストの結果、メタルジグやスプーンではこれまで決して出せなかった、プラグ系のワイドウォブリングアクションを発生させることに成功しました。「飛び過ぎダニエル」で、これまでにない飛距離とアクションを体験してください。</span></p>",Shak Tackle,Uncategorized,Lure,"category1, category4",true,Colour,CTG,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655755,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.34.22_pm.png?v=1738830889,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.34.22_pm.png?v=1738830889,kg,,787,true,,,false,,,active
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,GG2,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676521,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.36.18_pm.png?v=1738830997,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.36.18_pm.png?v=1738830997,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,GGR,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655687,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.37.22_pm.png?v=1738831054,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.37.22_pm.png?v=1738831054,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,GRC,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655748,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.09_pm.png?v=1738831101,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.09_pm.png?v=1738831101,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,KPI,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676538,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.53_pm.png?v=1738831145,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.53_pm.png?v=1738831145,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,LCD,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655717,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.40.23_pm.png?v=1738831237,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.40.23_pm.png?v=1738831237,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,LIW,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655700,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.41.13_pm.png?v=1738831284,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.41.13_pm.png?v=1738831284,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,MBP,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676545,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.42.01_pm.png?v=1738831338,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.42.01_pm.png?v=1738831338,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,SBP,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,SGC,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655731,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,SGR,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655694,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,SRH,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729655762,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,WHE,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676552,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,ZBG,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676569,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,14,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,kg,,787,,,,,,,
ジャクソン飛び過ぎダニエル-14g,,,,,,,,,ZGP,,,,,,,,"",0.0,shopify,deny,manual,1050,,false,false,'4511729676576,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,15,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,kg,,787,,,,,,,
ジャクソンメテオーラ-52,ジャクソンメテオーラ 52,"<p><meta charset=""UTF-8""><span>ジャクソンの「メテオーラ52」は、渓流釣りに特化したシンキングミノーです。フラットサイドボディと高めの体高設計により、重心を限界まで下げたウェイトバランスを実現しています。これにより、激流の中でも水面から飛び出すことなく安定した泳ぎを維持します。また、ジャークやトゥイッチなどのアクションにも敏感に反応し、アングラーの意図した動きを忠実に再現します。さらに、タングステンウェイトをコンパクトなボディ内に絶妙に配置することで、フォール時には水平姿勢を保ちながらヒラ打ちし、ターゲットにアピールします</span></p>",Shak Tackle,Uncategorized,Lure,"category1, category6",true,Colour,AKY,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683260,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.13.25_pm.png?v=1738840416,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.13.25_pm.png?v=1738840416,kg,,1050,true,,,false,,,active
ジャクソンメテオーラ-52,,,,,,,,,BKG,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668663,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.15.44_pm.png?v=1738840554,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.15.44_pm.png?v=1738840554,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,CGP,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668670,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.18.27_pm.png?v=1738840717,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.18.27_pm.png?v=1738840717,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,CYW,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683277,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.19.22_pm.png?v=1738840773,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.19.22_pm.png?v=1738840773,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,LYMK,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668687,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.20.04_pm.png?v=1738840815,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.20.04_pm.png?v=1738840815,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,NA2,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683284,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.21.20_pm.png?v=1738840891,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.21.20_pm.png?v=1738840891,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,NAY,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668694,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.22.01_pm.png?v=1738840931,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.22.01_pm.png?v=1738840931,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,PYW,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683291,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.23.07_pm.png?v=1738840998,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.23.07_pm.png?v=1738840998,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,RN,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668700,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.24.10_pm.png?v=1738841060,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.24.10_pm.png?v=1738841060,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,RY2,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668717,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.28.21_pm.png?v=1738841312,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.28.21_pm.png?v=1738841312,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,RY3,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683307,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.09_pm.png?v=1738841360,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.09_pm.png?v=1738841360,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,SKY,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729668724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.56_pm.png?v=1738841408,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.56_pm.png?v=1738841408,kg,,1050,,,,,,,
ジャクソンメテオーラ-52,,,,,,,,,TSD,,,,,,,,"",0.0,shopify,deny,manual,1400,,false,false,'4511729683314,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.30.38_pm.png?v=1738841461,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.30.38_pm.png?v=1738841461,kg,,1050,,,,,,,
