Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Japan,Price / Japan,Compare At Price / Japan,Included / International,Price / International,Compare At Price / International,Status
Jackson flying too far Daniel - 14g-copy,,,,,,,,,MBP,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,11.0,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,MBP,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,12.0,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SBP,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,13.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SBP,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,14.0,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SBP,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,15.0,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SBP,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGC,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655731,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGC,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGC,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGC,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGR,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655694,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGR,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGR,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SGR,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SRH,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655762,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SRH,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SRH,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,SRH,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,WHE,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676552,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,WHE,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,WHE,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,WHE,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zbg,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676569,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zbg,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zbg,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zbg,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zgp,,,GG2,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676576,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zgp,,,GGR,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zgp,,,GRC,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g-copy,,,,,,,,,Zgp,,,KPI,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,,,,,,,,,,,,,,,,,,,,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,Jackson flying too much Daniel 14g,"<p><meta charset=""UTF-8""><span>The ""Daniel Flying Over Flying"" is a lure that achieves distances that exceed traditional metal jigs.The body is formed from high-specific gravity tungsten at the back of the high-strength stainless steel plate, further rearwards the center of gravity.The ""super"" rear center of gravity produces far surpasses the metal jigs of the same weight.This stainless steel plate also serves as a tail fin, making it extremely stable in flight position.Furthermore, repeated testing has led to the creation of plug-based wide wobbling actions that were never possible with metal jigs or spoons.Experience unprecedented distance and action with ""Daniel Flying Overdue.""</span></p>",Shak Tackle,Uncategorized,Lure,"category1, category4",True,Colour,CTG,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655755,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.34.22_pm.png?v=1738830889,1.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.34.22_pm.png?v=1738830889,kg,,787.0,True,,,False,,,active
Jackson flying too far Daniel - 14g,,,,,,,,,GG2,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676521,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.36.18_pm.png?v=1738830997,2.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.36.18_pm.png?v=1738830997,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,GGR,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655687,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.37.22_pm.png?v=1738831054,3.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.37.22_pm.png?v=1738831054,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,GRC,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655748,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.09_pm.png?v=1738831101,4.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.09_pm.png?v=1738831101,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,KPI,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676538,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.53_pm.png?v=1738831145,5.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.38.53_pm.png?v=1738831145,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,LCD,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655717,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.40.23_pm.png?v=1738831237,6.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.40.23_pm.png?v=1738831237,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,Color,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655700,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.41.13_pm.png?v=1738831284,7.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.41.13_pm.png?v=1738831284,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,MBP,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676545,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.42.01_pm.png?v=1738831338,8.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.42.01_pm.png?v=1738831338,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,SBP,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,9.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.43.13_pm.png?v=1738831406,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,SGC,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655731,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,10.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.01_pm.png?v=1738831451,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,SGR,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655694,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,11.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.44.57_pm.png?v=1738831507,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,SRH,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729655762,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,12.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_6.45.55_pm.png?v=1738831566,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,WHE,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676552,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,13.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.01_pm.png?v=1738840212,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,Zbg,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676569,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,14.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.10.53_pm.png?v=1738840263,kg,,787.0,,,,,,,
Jackson flying too far Daniel - 14g,,,,,,,,,Zgp,,,,,,,,,0.0,shopify,deny,manual,1050.0,,False,False,'4511729676576,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,15.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.11.40_pm.png?v=1738840311,kg,,787.0,,,,,,,
Jackson Meteora-52,Jackson Meteora 52,"<p><meta charset=""UTF-8""><span>Jackson's Meteora 52 is a sinking minnow specializing in mountain stream fishing.The flat side body and high height design provide a weight balance that lowers the center of gravity to the limit.This ensures stable swimming even in torrential currents without popping out of the water.It also responds sensitively to actions such as jerks and twitches, faithfully recreating the angler's intended movements.Furthermore, by exquisitely placing the tungsten weight inside the compact body, when falling, it can be used to hold a horizontal position while shaking, appealing to the target.",Shak Tackle,Uncategorized,Lure,"category1, category6",True,Colour,AKY,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683260,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.13.25_pm.png?v=1738840416,1.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.13.25_pm.png?v=1738840416,kg,,1050.0,True,,,False,,,active
Jackson Meteora-52,,,,,,,,,Bkg,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668663,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.15.44_pm.png?v=1738840554,2.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.15.44_pm.png?v=1738840554,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,CGP,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668670,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.18.27_pm.png?v=1738840717,3.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.18.27_pm.png?v=1738840717,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,Chick,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683277,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.19.22_pm.png?v=1738840773,4.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.19.22_pm.png?v=1738840773,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,Lymk,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668687,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.20.04_pm.png?v=1738840815,5.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.20.04_pm.png?v=1738840815,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,remote,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683284,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.21.20_pm.png?v=1738840891,6.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.21.20_pm.png?v=1738840891,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,NAY,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668694,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.22.01_pm.png?v=1738840931,7.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.22.01_pm.png?v=1738840931,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,Pyw,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683291,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.23.07_pm.png?v=1738840998,8.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.23.07_pm.png?v=1738840998,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,RN,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668700,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.24.10_pm.png?v=1738841060,9.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.24.10_pm.png?v=1738841060,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,RY2,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668717,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.28.21_pm.png?v=1738841312,10.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.28.21_pm.png?v=1738841312,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,RY3,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683307,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.09_pm.png?v=1738841360,11.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.09_pm.png?v=1738841360,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,SKY,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668724,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.56_pm.png?v=1738841408,12.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.29.56_pm.png?v=1738841408,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,TSD,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729683314,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.30.38_pm.png?v=1738841461,13.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.30.38_pm.png?v=1738841461,kg,,1050.0,,,,,,,
Jackson Meteora-52,,,,,,,,,WAK,,,,,,,,,0.0,shopify,deny,manual,1400.0,,False,False,'4511729668731,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.32.11_pm.png?v=1738841542,14.0,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-06_at_9.32.11_pm.png?v=1738841542,kg,,1050.0,,,,,,,
