Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Japan,Price / Japan,Compare At Price / Japan,Included / International,Price / International,Compare At Price / International,Status
fu-フルメタルソニック-7g,,,,,,,,,003 銀ピカワカサギ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500383972,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.09_am.png?v=1738887474,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.09_am.png?v=1738887474,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,004 ブルーギル,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500383989,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.26_am_830a8504-f1a4-4022-98ad-1f49dc083eb3.png?v=1738887517,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.26_am_830a8504-f1a4-4022-98ad-1f49dc083eb3.png?v=1738887517,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,005 クラウンギル,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500383996,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.34_am_6c2ed86e-351c-4472-a4e4-9b60b3fa9c09.png?v=1738887533,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.34_am_6c2ed86e-351c-4472-a4e4-9b60b3fa9c09.png?v=1738887533,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,006 スプリングレッドクロー,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384009,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.39_am_36715b97-12a6-4dea-8b05-61f648bb7c19.png?v=1738887557,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.39_am_36715b97-12a6-4dea-8b05-61f648bb7c19.png?v=1738887557,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,007 コットンキャンディー,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384016,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.46_am_3c9bd962-7323-4d98-992a-8f77399eb898.png?v=1738887598,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.46_am_3c9bd962-7323-4d98-992a-8f77399eb898.png?v=1738887598,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,008 銀ピカチャート,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384023,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.51_am_28974789-d960-4392-8d7d-d903e008ff47.png?v=1738887616,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.51_am_28974789-d960-4392-8d7d-d903e008ff47.png?v=1738887616,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,009 スケルトンライムチャート,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384030,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.54_am_d199bde7-f95d-45af-a628-74f5a44d320f.png?v=1738887631,9,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.16.54_am_d199bde7-f95d-45af-a628-74f5a44d320f.png?v=1738887631,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,010 ユニオンマットブラック,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384047,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.00_am_6f73375a-b95b-42c2-a4dd-9c4c7f204c05.png?v=1738887652,10,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.00_am_6f73375a-b95b-42c2-a4dd-9c4c7f204c05.png?v=1738887652,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,011 ホロハス,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384054,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.05_am_d936b9b4-ed6b-4e09-a1de-737e4129da72.png?v=1738887668,11,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.05_am_d936b9b4-ed6b-4e09-a1de-737e4129da72.png?v=1738887668,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,012 ブルーバックチャート,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384061,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.09_am_0bfbe393-93d9-4750-b36e-95734315d666.png?v=1738887689,12,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.09_am_0bfbe393-93d9-4750-b36e-95734315d666.png?v=1738887689,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,013 銀ピカアユ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384078,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.15_am_2d35c3cb-6d1d-4210-a799-551f22b22ac1.png?v=1738887708,13,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.15_am_2d35c3cb-6d1d-4210-a799-551f22b22ac1.png?v=1738887708,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,014 レインボーフラッシュギル,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500384085,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.20_am_292cdba3-e53f-43b3-86ae-d49b86310408.png?v=1738887722,14,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_10.17.20_am_292cdba3-e53f-43b3-86ae-d49b86310408.png?v=1738887722,kg,,645,,,,,,,
fu-フルメタルソニック-7g,,,,,,,,,023 レッドベリー(オレンジベリー),,,,,,,,,0.0,shopify,deny,manual,860,,false,false,'4580500384177,,,,,,,,,,,,,,,,,,,kg,,645,,,,,,,
fu-アバカスシャッド-2-8-エコ,FU アバカスシャッド 2.8 エコ,"<p>フラッシュユニオンの「アバカスシャッド 2.8 エコ」は、全長2.8インチ（約7.1cm）のソフトルアーで、環境に配慮したエコ素材を使用しています。 独自のディープリブボディとスティンガーステップダウンシャッドテールにより、デッドスローリトリーブでもテールが素早く動き出し、高速リトリーブ時にはテールが反り上がり、上部のステップダウン形状がダウンフォースを発生させ、ボディの傾きを抑制し安定したアクションを維持します。 この設計により、生物のような複雑な動きを実現し、バスに強烈にアピールします。 <span><span class="""" data-state=""closed""></span></span></p>
<div class=""relative inline-flex items-center"">
<a href=""https://www.flash-union.jp/product/abacus_shad_28.php?utm_source=chatgpt.com"" rel=""noopener"" class=""ml-1 inline-flex h-[22px] items-center rounded-xl bg-[#f4f4f4] px-2 text-[0.5em] font-medium text-token-text-secondary dark:bg-token-main-surface-secondary relative top-[-0.094rem] !text-token-text-secondary uppercase hover:bg-token-text-primary hover:!text-token-main-surface-secondary dark:hover:bg-token-text-primary group"" target=""_blank""><span class=""truncate""></span></a><br>
</div>
<p> </p>
<p><strong>製品仕様:</strong></p>
<ul>
<li>
<strong>サイズ:</strong> 2.8インチ（約7.1cm）</li>
<li>
<strong>タイプ:</strong> ソフトルアー（シャッドテール系）</li>
<li>
<strong>素材:</strong> 環境配慮型エコ素材</li>
<li>
<strong>リグ対応:</strong> ダウンショット、ジグヘッド、テキサスリグ、キャロライナリグ、ライトテキサス、スルーリグなど</li>
<li>
<strong>カラー:</strong> 複数のカラーバリエーションあり</li>
</ul>",Shak Tackle,,Lure,"category1, category3",true,Colour,005 G/P/P/B/F,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381657,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.02.53_pm.png?v=1738893796,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.02.53_pm.png?v=1738893796,kg,,645,true,,,false,,,active
fu-アバカスシャッド-2-8-エコ,,,,,,,,,010 D ブルークロー,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381794,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.03.36_pm.png?v=1738893826,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.03.36_pm.png?v=1738893826,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,FU アバカスシャッド 2.8,"<p>フラッシュユニオンの「アバカスシャッド 2.8」は、全長2.8インチ（約7.1cm）のソフトルアーで、独自のリブデザインとシャッドテールを組み合わせています。 このリブデザインにより、ボディの傾きを抑え、安定したアクションを実現しています。 さらに、深いリブボディとの相乗効果で、生物的な複雑な動きを生み出します。 テールは高速リトリーブ時に上方向に反り返り、トップの段差形状がダウンフォースを生み出します。 <span><span class="""" data-state=""closed""></span></span></p>
<p>このルアーは、ダウンショットリグやジグヘッドリグ、テキサスリグなど、さまざまなリグに対応し、多彩なフィッシングスタイルに適しています。 また、2サイズ展開となっており、使用するリグを選ばず、さまざまなフィールドで活躍する実戦仕様のワームです。</p>
<p> </p>
<p><strong>製品仕様:</strong></p>
<ul>
<li>
<strong>サイズ:</strong> 2.8インチ（約7.1cm）</li>
<li>
<strong>タイプ:</strong> ソフトルアー（シャッドテール系）</li>
<li>
<strong>リグ対応:</strong> ダウンショット、ジグヘッド、テキサスリグなど</li>
<li>
<strong>カラー:</strong> 複数のカラーバリエーションあり</li>
</ul>",Shak Tackle,,Lure,"category1, category3",true,Colour,005 GP ペッパーブルーFK,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498091437,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.34_pm.png?v=1738893902,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.34_pm.png?v=1738893902,kg,,645,true,,,false,,,active
fu-アバカスシャッド-2-8,,,,,,,,,010 ダークブルークロー,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498103932,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.43_pm.png?v=1738893915,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.43_pm.png?v=1738893915,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,,,,,,,,,011 GP ペッパーグリーンFK/CH,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498091444,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.50_pm.png?v=1738893931,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.04.50_pm.png?v=1738893931,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,,,,,,,,,012 PB グリーンFK/ジュンバグ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498103949,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.43_pm.png?v=1738894003,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.43_pm.png?v=1738894003,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,,,,,,,,,014 ペールワカサギ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498091451,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.51_pm.png?v=1738894020,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.51_pm.png?v=1738894020,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,,,,,,,,,016 テナガエビ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498091475,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.58_pm.png?v=1738894036,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.05.58_pm.png?v=1738894036,kg,,645,,,,,,,
fu-アバカスシャッド-2-8,,,,,,,,,017 グラベルシュリンプ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4513498091482,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.06.05_pm.png?v=1738894070,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.06.05_pm.png?v=1738894070,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,FU アバカス 2.2 エコ,"<p>フラッシュユニオンの「アバカス 2.2 エコ」は、全長2.2インチ（約5.6cm）のソフトルアーで、独自のリブデザインと高浮力素材を採用しています。 このリブデザインにより、水中での波動を強調し、魚に対するアピール力を高めています。 また、高浮力素材を使用することで、ダウンショットリグやジグヘッドリグなどでの使用時に、ルアーが自然な姿勢を保ちやすくなっています。 「エコ」モデルは、環境に配慮した素材を使用しており、釣り場の環境保全にも貢献します。</p>
<p> </p>
<p><strong>製品仕様:</strong></p>
<ul>
<li>
<strong>サイズ:</strong> 2.2インチ（約5.6cm）</li>
<li>
<strong>タイプ:</strong> ソフトルアー</li>
<li>
<strong>素材:</strong> 高浮力エコ素材</li>
<li>
<strong>リグ対応:</strong> ダウンショット、ジグヘッドなど</li>
<li>
<strong>カラー:</strong> 複数のカラーバリエーションあり</li>
</ul>",Shak Tackle,,Lure,"category1, category3",true,Colour,005 グリパンブルーフレーク,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381428,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.09.25_pm.png?v=1738894195,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.09.25_pm.png?v=1738894195,kg,,645,true,,,false,,,active
fu-アバカス-2-2-エコ,,,,,,,,,012 PB グリーンF/ジュンバグ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381442,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.09.43_pm.png?v=1738894209,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.09.43_pm.png?v=1738894209,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,018 サンドシュリンプ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381497,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.25_pm.png?v=1738894255,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.25_pm.png?v=1738894255,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,019 ベビーギル,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381503,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.34_pm.png?v=1738894270,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.34_pm.png?v=1738894270,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,020 チビザリ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381510,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.43_pm.png?v=1738894283,5,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.10.43_pm.png?v=1738894283,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,035 ブラックソリッド,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381558,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.36_pm.png?v=1738894431,6,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.36_pm.png?v=1738894431,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,038 ウィニングシュリンプ,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381589,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.43_pm.png?v=1738894445,7,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.43_pm.png?v=1738894445,kg,,645,,,,,,,
fu-アバカス-2-2-エコ,,,,,,,,,039 アマガエル,,,,,,,,"",0.0,shopify,deny,manual,860,,false,false,'4580500381596,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.50_pm.png?v=1738894463,8,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0683/3550/1509/files/Screenshot_2025-02-07_at_12.11.50_pm.png?v=1738894463,kg,,645,,,,,,,
